country,city,aqi,aqi_category,co,co_aqi_category,o3,ozone_aqi_category,no2,no2_aqi_category,pm25,pm2.5_aqi_category,lat,lon,cluster,point_type,severity,hotspot_rank
Japan,Hachinohe,40,Good,1,Good,40,Good,0,Good,39,Good,40.5123,141.4884,304,core,LOW,289.0
Russian Federation,Oboyan,40,Good,1,Good,40,Good,0,Good,17,Good,51.2,36.2833,142,core,LOW,182.0
Germany,Cloppenburg,40,Good,1,Good,40,Good,0,Good,29,Good,52.85,8.05,1,core,LOW,146.0
Ukraine,Vesele,40,Good,1,Good,40,Good,0,Good,27,Good,47.0189,34.9212,231,core,LOW,263.0
Zambia,Chingola,40,Good,1,Good,27,Good,0,Good,40,Good,-12.5333,27.85,205,core,LOW,189.0
United States of America,Novato,40,Good,1,Good,22,Good,9,Good,40,Good,38.092,-122.5575,10,core,LOW,162.0
Spain,Albacete,40,Good,1,Good,27,Good,1,Good,40,Good,38.9956,-1.8558,177,border,LOW,249.0
United Kingdom of Great Britain and Northern Ireland,Buxton,40,Good,1,Good,34,Good,1,Good,40,Good,53.259,-1.911,1,core,LOW,146.0
Japan,Ichinoseki,40,Good,1,Good,40,Good,0,Good,22,Good,38.9347,141.1266,97,core,LOW,191.0
Belgium,Thuin,40,Good,1,Good,24,Good,3,Good,40,Good,50.3333,4.2833,1,core,LOW,146.0
Japan,Shiogama,40,Good,1,Good,40,Good,0,Good,14,Good,38.3144,141.022,97,core,LOW,191.0
Italy,Barga,40,Good,1,Good,40,Good,1,Good,37,Good,44.075,10.4817,5,core,LOW,61.0
Germany,Vreden,40,Good,1,Good,37,Good,1,Good,40,Good,52.0333,6.8333,1,core,LOW,146.0
Peru,Ascope,40,Good,1,Good,13,Good,2,Good,40,Good,-7.7138,-79.1077,283,core,LOW,283.0
Azerbaijan,Quba,40,Good,1,Good,34,Good,0,Good,40,Good,41.3597,48.5125,88,core,LOW,93.0
United States of America,Clute,40,Good,1,Good,24,Good,4,Good,40,Good,29.0256,-95.3975,11,core,LOW,98.0
United States of America,Daytona Beach,40,Good,1,Good,33,Good,5,Good,40,Good,29.1995,-81.0982,62,core,LOW,123.0
United States of America,Wheat Ridge,40,Good,1,Good,32,Good,4,Good,40,Good,39.7728,-105.1028,39,core,LOW,74.0
Venezuela (Bolivarian Republic of),Calabozo,40,Good,1,Good,20,Good,0,Good,40,Good,8.9219,-67.4283,-1,noise,NOISE,-1.0
United States of America,West Melbourne,40,Good,1,Good,18,Good,7,Good,40,Good,28.0694,-80.6736,62,core,LOW,123.0
United States of America,Burke,40,Good,1,Good,38,Good,6,Good,40,Good,38.7773,-77.2633,40,core,LOW,169.0
Russian Federation,Nizhniy Tagil,40,Good,1,Good,30,Good,0,Good,40,Good,57.9167,59.9667,192,core,LOW,330.0
Brazil,Arcos,40,Good,1,Good,9,Good,1,Good,40,Good,-20.2914,-45.5397,305,core,LOW,333.0
Poland,Warsaw,40,Good,1,Good,40,Good,1,Good,29,Good,52.23,21.0111,1,core,LOW,146.0
Poland,Warsaw,40,Good,1,Good,40,Good,1,Good,29,Good,41.2448,-85.8465,-1,noise,NOISE,-1.0
Russian Federation,Abdulino,40,Good,1,Good,40,Good,0,Good,28,Good,53.6667,53.6333,238,border,LOW,300.0
Brazil,Caratinga,40,Good,1,Good,8,Good,2,Good,40,Good,-19.79,-42.1389,169,core,LOW,173.0
Brazil,Luz,40,Good,1,Good,6,Good,2,Good,40,Good,-19.8008,-45.6858,305,core,LOW,333.0
Netherlands,Lisse,40,Good,1,Good,27,Good,5,Good,40,Good,52.25,4.55,1,core,LOW,146.0
Turkey,Tosya,40,Good,1,Good,40,Good,0,Good,10,Good,41.0172,34.0383,-1,noise,NOISE,-1.0
Spain,Almeria,40,Good,1,Good,26,Good,6,Good,40,Good,11.6206,124.3794,3,core,LOW,113.0
Japan,Nobeoka,40,Good,1,Good,31,Good,4,Good,40,Good,32.5833,131.6667,97,core,LOW,191.0
Romania,Tulcea,40,Good,1,Good,40,Good,0,Good,32,Good,45.19,28.8,226,core,LOW,233.0
Russian Federation,Davlekanovo,40,Good,1,Good,40,Good,0,Good,30,Good,54.2167,55.0333,238,border,LOW,300.0
Denmark,Esbjerg,40,Good,1,Good,40,Good,0,Good,22,Good,55.4833,8.45,-1,noise,NOISE,-1.0
Mexico,Ezequiel Montes,40,Good,1,Good,28,Good,0,Good,40,Good,20.6667,-99.8833,119,core,LOW,72.0
Brazil,Tuntum,40,Good,1,Good,5,Good,1,Good,40,Good,-5.2578,-44.6489,-1,noise,NOISE,-1.0
Netherlands,Waalwijk,40,Good,1,Good,40,Good,0,Good,39,Good,51.6833,5.0667,1,core,LOW,146.0
Brazil,Piraquara,40,Good,1,Good,17,Good,1,Good,40,Good,-25.4419,-49.0628,108,core,LOW,230.0
Turkey,Amasya,40,Good,1,Good,40,Good,0,Good,13,Good,40.65,35.8331,275,core,LOW,268.0
United States of America,Altoona,40,Good,1,Good,38,Good,3,Good,40,Good,40.5082,-78.4007,20,core,LOW,164.0
United States of America,Altoona,40,Good,1,Good,38,Good,3,Good,40,Good,41.6483,-93.4783,227,core,LOW,259.0
Italy,Lanuvio,40,Good,1,Good,40,Good,2,Good,20,Good,41.6833,12.7,5,core,LOW,61.0
Germany,Bad Driburg,40,Good,1,Good,36,Good,1,Good,40,Good,51.7333,9.0167,1,core,LOW,146.0
Russian Federation,Ipatovo,40,Good,1,Good,40,Good,0,Good,23,Good,45.7167,42.9,92,core,LOW,187.0
Russian Federation,Khimki,40,Good,1,Good,30,Good,8,Good,40,Good,55.8892,37.445,7,core,LOW,240.0
Sierra Leone,Kailahun,40,Good,1,Good,17,Good,0,Good,40,Good,8.2772,-10.5739,371,border,LOW,361.0
Spain,Bilbao,40,Good,1,Good,40,Good,0,Good,18,Good,43.2569,-2.9236,223,core,LOW,209.0
Netherlands,Heiloo,40,Good,1,Good,38,Good,3,Good,40,Good,52.6,4.7167,1,core,LOW,146.0
Netherlands,Woerden,40,Good,1,Good,40,Good,0,Good,31,Good,52.0833,4.8833,1,core,LOW,146.0
United States of America,Stephenville,40,Good,1,Good,24,Good,1,Good,40,Good,32.2147,-98.2205,-1,noise,NOISE,-1.0
Russian Federation,Peschanokopskoye,40,Good,1,Good,40,Good,0,Good,25,Good,46.1958,41.0778,200,core,LOW,228.0
United States of America,Farragut,40,Good,1,Good,40,Good,5,Good,33,Good,35.8731,-84.1821,213,core,LOW,149.0
Netherlands,Leiderdorp,40,Good,1,Good,27,Good,5,Good,40,Good,52.1667,4.5333,1,core,LOW,146.0
Japan,Ami,40,Good,1,Good,40,Good,2,Good,37,Good,36.0308,140.2148,97,core,LOW,191.0
Japan,Inzai,40,Good,1,Good,40,Good,2,Good,35,Good,35.8333,140.15,97,core,LOW,191.0
Germany,Wassenberg,40,Good,1,Good,26,Good,3,Good,40,Good,51.1,6.15,1,core,LOW,146.0
Belgium,Wingene,40,Good,1,Good,32,Good,3,Good,40,Good,51.05,3.2667,1,core,LOW,146.0
Ukraine,Yakymivka,40,Good,1,Good,40,Good,0,Good,15,Good,46.6977,35.1554,231,border,LOW,263.0
Ukraine,Solonytsivka,40,Good,1,Good,40,Good,1,Good,9,Good,49.9942,36.0264,142,core,LOW,182.0
Italy,Priverno,40,Good,1,Good,40,Good,2,Good,21,Good,41.4667,13.1833,5,core,LOW,61.0
Russian Federation,Pervouralsk,40,Good,1,Good,40,Good,0,Good,12,Good,56.9167,59.95,192,core,LOW,330.0
Russian Federation,Mozhaysk,40,Good,1,Good,28,Good,0,Good,40,Good,55.5167,36.0333,7,core,LOW,240.0
Russian Federation,Sayanogorsk,40,Good,1,Good,36,Good,0,Good,40,Good,53.05,91.45,-1,noise,NOISE,-1.0
Russian Federation,Samara,40,Good,1,Good,40,Good,2,Good,25,Good,53.2028,50.1408,329,core,LOW,316.0
Spain,Villacarrillo,40,Good,1,Good,40,Good,0,Good,14,Good,38.1,-3.0833,243,core,LOW,334.0
France,Amboise,40,Good,1,Good,24,Good,2,Good,40,Good,47.4114,0.9825,1,core,LOW,146.0
France,Amiens,40,Good,1,Good,20,Good,3,Good,40,Good,49.892,2.299,1,core,LOW,146.0
Belgium,Diksmuide,40,Good,1,Good,26,Good,2,Good,40,Good,51.0333,2.8667,1,core,LOW,146.0
Netherlands,Dongen,40,Good,1,Good,29,Good,4,Good,40,Good,51.6333,4.9333,1,core,LOW,146.0
Indonesia,Sigli,40,Good,1,Good,35,Good,0,Good,40,Good,15.0631,75.4667,115,core,LOW,234.0
France,Cahors,40,Good,1,Good,24,Good,2,Good,40,Good,44.4475,1.4406,5,core,LOW,61.0
Ukraine,Snihurivka,40,Good,1,Good,40,Good,0,Good,19,Good,47.0708,32.7997,302,core,LOW,257.0
France,Riom,40,Good,1,Good,30,Good,1,Good,40,Good,45.8936,3.1125,114,core,LOW,154.0
United States of America,Euclid,40,Good,1,Good,40,Good,4,Good,25,Good,41.5903,-81.5188,20,core,LOW,164.0
Belgium,Diepenbeek,40,Good,1,Good,21,Good,5,Good,40,Good,50.9072,5.4175,1,core,LOW,146.0
Russian Federation,Aleksin,40,Good,1,Good,40,Good,0,Good,20,Good,54.5167,37.1,7,core,LOW,240.0
United States of America,Bismarck,40,Good,1,Good,32,Good,2,Good,40,Good,46.8143,-100.7694,-1,noise,NOISE,-1.0
United States of America,Billerica,40,Good,1,Good,36,Good,1,Good,40,Good,42.5587,-71.2673,40,core,LOW,169.0
China,Hegang,40,Good,1,Good,40,Good,0,Good,24,Good,47.3139,130.2775,-1,noise,NOISE,-1.0
Germany,Ostfildern,40,Good,1,Good,23,Good,3,Good,40,Good,48.7333,9.25,1,core,LOW,146.0
Spain,Pozoblanco,40,Good,1,Good,40,Good,0,Good,11,Good,38.3833,-4.85,-1,noise,NOISE,-1.0
Brazil,Jaru,40,Good,1,Good,6,Good,0,Good,40,Good,-10.4389,-62.4664,-1,noise,NOISE,-1.0
Belgium,Wommelgem,40,Good,1,Good,29,Good,3,Good,40,Good,51.2,4.5167,1,core,LOW,146.0
France,Lorient,40,Good,1,Good,23,Good,3,Good,40,Good,47.75,-3.36,1,core,LOW,146.0
Mexico,Izamal,40,Good,1,Good,22,Good,0,Good,40,Good,20.9314,-89.0178,172,border,LOW,77.0
United States of America,Bellevue,40,Good,1,Good,34,Good,5,Good,40,Good,47.5951,-122.1535,25,core,LOW,190.0
United States of America,Bellevue,40,Good,1,Good,34,Good,5,Good,40,Good,48.871,2.385,1,core,LOW,146.0
United States of America,Bellevue,40,Good,1,Good,34,Good,5,Good,40,Good,41.1485,-95.939,250,core,LOW,216.0
United States of America,Bellevue,40,Good,1,Good,34,Good,5,Good,40,Good,44.4592,-87.955,41,core,LOW,124.0
Russian Federation,Tolbazy,40,Good,1,Good,40,Good,0,Good,28,Good,54.0242,55.8825,345,border,LOW,317.0
Brazil,Lagoa Formosa,40,Good,1,Good,1,Good,4,Good,40,Good,-18.7789,-46.4078,-1,noise,NOISE,-1.0
Angola,Lubango,40,Good,1,Good,14,Good,0,Good,40,Good,-14.9167,13.5,-1,noise,NOISE,-1.0
Ukraine,Kerch,40,Good,1,Good,40,Good,0,Good,17,Good,45.3619,36.4711,-1,noise,NOISE,-1.0
France,Moissac,40,Good,1,Good,40,Good,0,Good,39,Good,44.1047,1.0853,5,core,LOW,61.0
United States of America,Billings,40,Good,1,Good,24,Good,4,Good,40,Good,45.7891,-108.5526,-1,noise,NOISE,-1.0
United States of America,Binghamton,40,Good,1,Good,40,Good,1,Good,34,Good,42.1014,-75.9093,77,core,LOW,141.0
Turkey,Kayseri,40,Good,1,Good,31,Good,0,Good,40,Good,38.7225,35.4875,-1,noise,NOISE,-1.0
United Kingdom of Great Britain and Northern Ireland,Darlington,40,Good,1,Good,38,Good,0,Good,40,Good,54.527,-1.5526,1,core,LOW,146.0
Russian Federation,Sasovo,40,Good,1,Good,33,Good,0,Good,40,Good,54.35,41.9167,-1,noise,NOISE,-1.0
Brazil,Alegre,40,Good,1,Good,15,Good,1,Good,40,Good,-20.7639,-41.5328,194,core,LOW,201.0
,Piombino,40,Good,1,Good,40,Good,0,Good,19,Good,42.9348,10.5221,5,core,LOW,61.0
Ukraine,Polohy,40,Good,1,Good,40,Good,0,Good,8,Good,47.4796,36.2611,231,core,LOW,263.0
,Pomorie,40,Good,1,Good,40,Good,0,Good,25,Good,42.5683,27.6167,1,core,LOW,146.0
United States of America,Danvers,40,Good,1,Good,35,Good,2,Good,40,Good,42.574,-70.9494,40,core,LOW,169.0
Russian Federation,Serafimovskiy,40,Good,1,Good,40,Good,0,Good,8,Good,54.4333,53.8167,238,core,LOW,300.0
Belgium,Evergem,40,Good,1,Good,31,Good,3,Good,40,Good,51.0167,3.7,1,core,LOW,146.0
Italy,Medicina,40,Good,1,Good,40,Good,2,Good,27,Good,44.4833,11.6333,5,core,LOW,61.0
Italy,Alpignano,40,Good,1,Good,23,Good,3,Good,40,Good,45.1,7.5167,5,core,LOW,61.0
Russian Federation,Guryevsk,40,Good,1,Good,40,Good,1,Good,25,Good,54.2833,85.9333,315,core,LOW,295.0
Russian Federation,Guryevsk,40,Good,1,Good,40,Good,1,Good,25,Good,54.7833,20.6167,32,core,LOW,250.0
Belgium,Boechout,40,Good,1,Good,29,Good,3,Good,40,Good,51.15,4.4833,1,core,LOW,146.0
Russian Federation,Blagodarnyy,40,Good,1,Good,40,Good,0,Good,25,Good,45.1,43.45,92,core,LOW,187.0
Russian Federation,Blagoveshchensk,40,Good,1,Good,26,Good,3,Good,40,Good,50.2578,127.5364,-1,noise,NOISE,-1.0
Russian Federation,Blagoveshchensk,40,Good,1,Good,26,Good,3,Good,40,Good,55.035,55.9781,192,core,LOW,330.0
Brazil,Blumenau,40,Good,1,Good,6,Good,4,Good,40,Good,-26.9333,-49.05,108,core,LOW,230.0
Belgium,Bornem,40,Good,1,Good,28,Good,4,Good,40,Good,51.1,4.2333,1,core,LOW,146.0
Brazil,Manaus,40,Good,1,Good,4,Good,1,Good,40,Good,-3.1,-60.0167,246,border,LOW,299.0
United States of America,Endwell,40,Good,1,Good,40,Good,1,Good,34,Good,42.1184,-76.0219,77,core,LOW,141.0
Peru,Barranca,40,Good,1,Good,22,Good,0,Good,40,Good,-10.7541,-77.761,322,core,LOW,304.0
Cameroon,Foumban,40,Good,1,Good,15,Good,0,Good,40,Good,5.7167,10.9167,-1,noise,NOISE,-1.0
Russian Federation,Shatura,40,Good,1,Good,40,Good,2,Good,31,Good,55.5667,39.55,7,core,LOW,240.0
Netherlands,Gorinchem,40,Good,1,Good,28,Good,4,Good,40,Good,51.8306,4.9742,1,core,LOW,146.0
Belgium,Nivelles,40,Good,1,Good,22,Good,5,Good,40,Good,50.5833,4.3167,1,core,LOW,146.0
Italy,Fabriano,40,Good,1,Good,40,Good,1,Good,30,Good,43.3333,12.9167,5,core,LOW,61.0
Belgium,Torhout,40,Good,1,Good,32,Good,2,Good,40,Good,51.0661,3.1014,1,core,LOW,146.0
Russian Federation,Zheleznovodsk,40,Good,1,Good,40,Good,1,Good,38,Good,44.1394,43.0169,92,core,LOW,187.0
Russian Federation,Lysva,40,Good,1,Good,40,Good,0,Good,39,Good,58.1003,57.8042,318,core,LOW,348.0
United Kingdom of Great Britain and Northern Ireland,Wilmslow,40,Good,1,Good,35,Good,1,Good,40,Good,53.325,-2.239,1,core,LOW,146.0
Belgium,Zonnebeke,40,Good,1,Good,38,Good,2,Good,40,Good,50.8667,2.9833,1,core,LOW,146.0
Kenya,Wundanyi,40,Good,1,Good,14,Good,0,Good,40,Good,-3.3983,38.3603,-1,noise,NOISE,-1.0
Finland,Haukipudas,40,Good,1,Good,20,Good,5,Good,40,Good,65.1833,25.35,330,core,LOW,347.0
Brazil,Pombos,40,Good,1,Good,9,Good,4,Good,40,Good,-8.1492,-35.4011,244,core,LOW,262.0
United Kingdom of Great Britain and Northern Ireland,London,40,Good,1,Good,11,Good,11,Good,40,Good,51.5072,-0.1275,1,core,LOW,146.0
Brazil,Faxinal,40,Good,1,Good,13,Good,1,Good,40,Good,-24.0008,-51.32,174,core,LOW,298.0
United States of America,Sioux Falls,40,Good,1,Good,37,Good,2,Good,40,Good,43.5396,-96.7311,-1,noise,NOISE,-1.0
Kazakhstan,Shetpe,40,Good,1,Good,40,Good,0,Good,34,Good,44.1667,52.1167,-1,noise,NOISE,-1.0
Japan,Tsubata,40,Good,1,Good,40,Good,0,Good,23,Good,36.6692,136.7288,97,core,LOW,191.0
France,Valentigney,40,Good,1,Good,25,Good,1,Good,40,Good,47.4625,6.8322,1,core,LOW,146.0
Italy,Foligno,40,Good,1,Good,40,Good,1,Good,28,Good,42.95,12.7,5,core,LOW,61.0
Colombia,El Banco,40,Good,1,Good,17,Good,0,Good,40,Good,8.9983,-73.9747,240,core,LOW,197.0
Canada,Thetford Mines,40,Good,1,Good,40,Good,0,Good,22,Good,46.1,-71.3,-1,noise,NOISE,-1.0
Spain,Berga,40,Good,1,Good,40,Good,0,Good,35,Good,42.1,1.8456,60,core,LOW,155.0
Bulgaria,Harmanli,40,Good,1,Good,40,Good,1,Good,24,Good,41.9333,25.9,1,core,LOW,146.0
Russian Federation,Tambov,40,Good,1,Good,35,Good,0,Good,40,Good,52.7167,41.4333,279,core,LOW,208.0
United States of America,Willowick,40,Good,1,Good,32,Good,8,Good,40,Good,41.6342,-81.4678,20,core,LOW,164.0
Spain,Algeciras,40,Good,1,Good,27,Good,5,Good,40,Good,36.1275,-5.4539,243,core,LOW,334.0
Spain,Algeciras,40,Good,1,Good,27,Good,5,Good,40,Good,2.5333,-75.3167,167,core,LOW,246.0
United States of America,Marrero,40,Good,1,Good,19,Good,6,Good,40,Good,29.8871,-90.1126,52,core,LOW,56.0
Bulgaria,Burgas,40,Good,1,Good,40,Good,0,Good,25,Good,42.503,27.4702,1,core,LOW,146.0
United States of America,Girard,40,Good,1,Good,40,Good,3,Good,29,Good,41.1665,-80.6963,20,core,LOW,164.0
India,Tinsukia,40,Good,1,Good,27,Good,0,Good,40,Good,27.5,95.367,331,core,LOW,357.0
France,Pontivy,40,Good,1,Good,27,Good,3,Good,40,Good,48.0686,-2.9628,1,core,LOW,146.0
France,Les Herbiers,40,Good,1,Good,40,Good,0,Good,21,Good,46.8711,-1.0136,313,core,LOW,340.0
United Kingdom of Great Britain and Northern Ireland,London,40,Good,1,Good,11,Good,11,Good,40,Good,42.9836,-81.2497,127,core,LOW,258.0
United Kingdom of Great Britain and Northern Ireland,London,40,Good,1,Good,11,Good,11,Good,40,Good,39.8935,-83.4375,20,core,LOW,164.0
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,12.9244,123.6756,0,core,LOW,83.0
Russian Federation,Zhukovo,39,Good,1,Good,39,Good,0,Good,18,Good,55.0333,36.75,7,core,LOW,240.0
Japan,Hiji,39,Good,1,Good,39,Good,1,Good,18,Good,33.3694,131.5324,97,core,LOW,191.0
Sweden,Skoghall,39,Good,1,Good,39,Good,0,Good,11,Good,59.3333,13.4333,332,core,LOW,341.0
United States of America,Eastlake,39,Good,1,Good,39,Good,4,Good,25,Good,41.6581,-81.4322,20,core,LOW,164.0
Philippines,Astorga,39,Good,1,Good,15,Good,0,Good,39,Good,42.4589,-6.0633,-1,noise,NOISE,-1.0
Philippines,Astorga,39,Good,1,Good,15,Good,0,Good,39,Good,-23.2328,-51.6658,174,core,LOW,298.0
Japan,Yoichi,39,Good,1,Good,39,Good,1,Good,14,Good,43.1953,140.7835,183,core,LOW,282.0
Belgium,Riemst,39,Good,1,Good,31,Good,3,Good,39,Good,50.8089,5.6019,1,core,LOW,146.0
Ghana,Saltpond,39,Good,1,Good,23,Good,0,Good,39,Good,5.2,-1.0667,45,core,LOW,65.0
France,Maubeuge,39,Good,1,Good,22,Good,4,Good,39,Good,50.2775,3.9734,1,core,LOW,146.0
Italy,Pisa,39,Good,1,Good,39,Good,2,Good,22,Good,43.7167,10.4,5,core,LOW,61.0
United Kingdom of Great Britain and Northern Ireland,Stirling,39,Good,1,Good,17,Good,7,Good,39,Good,56.1166,-3.9369,197,core,LOW,342.0
Brazil,Piracuruca,39,Good,1,Good,5,Good,2,Good,39,Good,-3.9278,-41.7089,333,core,LOW,325.0
France,Dreux,39,Good,1,Good,18,Good,3,Good,39,Good,48.7372,1.3664,1,core,LOW,146.0
Romania,Buftea,39,Good,1,Good,39,Good,2,Good,38,Good,44.57,25.95,1,core,LOW,146.0
United States of America,El Campo,39,Good,1,Good,22,Good,1,Good,39,Good,29.2,-96.2723,11,core,LOW,98.0
Ukraine,Dniprorudne,39,Good,1,Good,39,Good,0,Good,12,Good,47.3907,35.0027,231,core,LOW,263.0
Belgium,Destelbergen,39,Good,1,Good,24,Good,4,Good,39,Good,51.05,3.8,1,core,LOW,146.0
Romania,Avrig,39,Good,1,Good,39,Good,0,Good,32,Good,45.7081,24.3747,1,core,LOW,146.0
Netherlands,Heusden,39,Good,1,Good,29,Good,4,Good,39,Good,51.0281,3.8,1,core,LOW,146.0
Netherlands,Heusden,39,Good,1,Good,29,Good,4,Good,39,Good,51.6998,5.166,1,core,LOW,146.0
Russian Federation,Kyzyl,39,Good,1,Good,39,Good,0,Good,29,Good,51.7167,94.45,-1,noise,NOISE,-1.0
Spain,Nerja,39,Good,1,Good,18,Good,4,Good,39,Good,36.7469,-3.879,243,core,LOW,334.0
Netherlands,Geldermalsen,39,Good,1,Good,29,Good,4,Good,39,Good,51.8833,5.2833,1,core,LOW,146.0
Morocco,Martil,39,Good,1,Good,39,Good,4,Good,38,Good,35.6167,-5.2667,243,core,LOW,334.0
Spain,Orihuela,39,Good,1,Good,39,Good,0,Good,38,Good,38.0856,-0.9469,257,core,LOW,345.0
Canada,Moncton,39,Good,1,Good,39,Good,0,Good,26,Good,46.1328,-64.7714,-1,noise,NOISE,-1.0
Russian Federation,Gelendzhik,39,Good,1,Good,39,Good,0,Good,17,Good,44.575,38.0725,296,core,LOW,253.0
Finland,Ylivieska,39,Good,1,Good,39,Good,0,Good,15,Good,64.075,24.5333,-1,noise,NOISE,-1.0
France,Poitiers,39,Good,1,Good,39,Good,0,Good,28,Good,46.58,0.34,313,border,LOW,340.0
Poland,Olsztyn,39,Good,1,Good,39,Good,0,Good,20,Good,53.7778,20.4792,32,core,LOW,250.0
Russian Federation,Zelenogorsk,39,Good,1,Good,39,Good,3,Good,28,Good,56.1,94.5833,303,core,LOW,306.0
United Kingdom of Great Britain and Northern Ireland,Hyde,39,Good,1,Good,37,Good,1,Good,39,Good,53.4474,-2.082,1,core,LOW,146.0
Spain,Onda,39,Good,1,Good,39,Good,0,Good,21,Good,25.2452,85.665,-1,noise,NOISE,-1.0
Spain,Onda,39,Good,1,Good,39,Good,0,Good,21,Good,39.9625,-0.2639,257,core,LOW,345.0
United States of America,Melbourne,39,Good,1,Good,22,Good,6,Good,39,Good,28.1086,-80.6627,62,core,LOW,123.0
Brazil,Alto Piquiri,39,Good,1,Good,6,Good,2,Good,39,Good,-24.0278,-53.4408,241,border,LOW,327.0
United States of America,Celina,39,Good,1,Good,29,Good,6,Good,39,Good,40.555,-84.5626,20,core,LOW,164.0
United States of America,Celina,39,Good,1,Good,29,Good,6,Good,39,Good,33.3154,-96.7941,105,core,LOW,85.0
France,Cusset,39,Good,1,Good,29,Good,1,Good,39,Good,46.1344,3.4564,114,core,LOW,154.0
Thailand,Thoen,39,Good,1,Good,9,Good,1,Good,39,Good,17.61,99.2234,-1,noise,NOISE,-1.0
Italy,San Miniato,39,Good,1,Good,39,Good,2,Good,35,Good,43.6833,10.85,5,core,LOW,61.0
Spain,Motril,39,Good,1,Good,21,Good,5,Good,39,Good,36.75,-3.5167,243,core,LOW,334.0
Netherlands,Zaltbommel,39,Good,1,Good,29,Good,4,Good,39,Good,51.8,5.25,1,core,LOW,146.0
United States of America,New Iberia,39,Good,1,Good,20,Good,4,Good,39,Good,30.0049,-91.8202,65,core,LOW,76.0
China,Nehe,39,Good,1,Good,39,Good,0,Good,18,Good,48.48,124.8738,-1,noise,NOISE,-1.0
Venezuela (Bolivarian Republic of),El Tocuyo,39,Good,1,Good,21,Good,0,Good,39,Good,9.7822,-69.7931,190,core,LOW,143.0
United States of America,Rocky Mount,39,Good,1,Good,33,Good,5,Good,39,Good,35.9685,-77.804,157,core,LOW,157.0
United States of America,Rossville,39,Good,1,Good,31,Good,8,Good,39,Good,39.3572,-76.4767,40,core,LOW,169.0
United States of America,Melbourne,39,Good,1,Good,22,Good,6,Good,39,Good,-37.8142,144.9631,334,core,LOW,237.0
Russian Federation,Mayskiy,39,Good,1,Good,39,Good,1,Good,38,Good,43.65,44.0667,92,core,LOW,187.0
Switzerland,Renens,39,Good,1,Good,25,Good,1,Good,39,Good,46.5333,6.5833,1,core,LOW,146.0
Russian Federation,Chaltyr,39,Good,1,Good,39,Good,2,Good,11,Good,47.2848,39.4823,290,core,LOW,291.0
Georgia,Gori,39,Good,1,Good,39,Good,0,Good,19,Good,41.9817,44.1124,19,core,LOW,142.0
Netherlands,Uithoorn,39,Good,1,Good,39,Good,0,Good,30,Good,52.2333,4.8333,1,core,LOW,146.0
United States of America,Townsend,39,Good,1,Good,34,Good,1,Good,39,Good,42.6671,-71.7115,40,core,LOW,169.0
Belgium,Antwerp,39,Good,1,Good,30,Good,3,Good,39,Good,51.2178,4.4003,1,core,LOW,146.0
,Zanzibar,39,Good,1,Good,20,Good,0,Good,39,Good,-6.165,39.199,326,border,LOW,275.0
Côte d'Ivoire,Gagnoa,39,Good,1,Good,18,Good,0,Good,39,Good,6.1333,-5.9333,-1,noise,NOISE,-1.0
Italy,San Remo,39,Good,1,Good,39,Good,1,Good,34,Good,43.8175,7.775,5,core,LOW,61.0
Italy,Avola,39,Good,1,Good,29,Good,3,Good,39,Good,36.9167,15.1333,5,core,LOW,61.0
Germany,Oldenburg,39,Good,1,Good,39,Good,0,Good,29,Good,53.1439,8.2139,1,core,LOW,146.0
Netherlands,Barendrecht,39,Good,1,Good,39,Good,1,Good,32,Good,51.85,4.5333,1,core,LOW,146.0
Germany,Ochtrup,39,Good,1,Good,39,Good,0,Good,35,Good,52.2056,7.1903,1,core,LOW,146.0
Italy,Vinci,39,Good,1,Good,39,Good,2,Good,33,Good,43.7833,10.9167,5,core,LOW,61.0
Poland,Zdzieszowice,39,Good,1,Good,29,Good,1,Good,39,Good,50.4192,18.1236,1,core,LOW,146.0
Russian Federation,Bogoroditsk,39,Good,1,Good,39,Good,0,Good,21,Good,53.7667,38.1333,7,core,LOW,240.0
Russian Federation,Sudogda,39,Good,1,Good,39,Good,0,Good,21,Good,55.95,40.8667,7,core,LOW,240.0
Russian Federation,Sosnovka,39,Good,1,Good,33,Good,0,Good,39,Good,56.25,51.3,236,core,LOW,271.0
Venezuela (Bolivarian Republic of),Ejido,39,Good,1,Good,10,Good,2,Good,39,Good,8.5466,-71.2409,-1,noise,NOISE,-1.0
Belgium,Mol,39,Good,1,Good,31,Good,3,Good,39,Good,51.1833,5.1167,1,core,LOW,146.0
Russian Federation,Novocherkassk,39,Good,1,Good,39,Good,1,Good,19,Good,47.4222,40.0939,290,core,LOW,291.0
United States of America,Great Falls,39,Good,1,Good,27,Good,1,Good,39,Good,39.011,-77.3013,40,core,LOW,169.0
United States of America,Great Falls,39,Good,1,Good,27,Good,1,Good,39,Good,47.5022,-111.2996,-1,noise,NOISE,-1.0
Italy,Giaveno,39,Good,1,Good,30,Good,1,Good,39,Good,45.042,7.352,5,core,LOW,61.0
Myanmar,Taunggyi,39,Good,1,Good,9,Good,1,Good,39,Good,20.7836,97.0354,-1,noise,NOISE,-1.0
Ghana,Tafo,39,Good,1,Good,24,Good,0,Good,39,Good,6.7358,-1.6081,45,core,LOW,65.0
