country,city,aqi,aqi_category,co,co_aqi_category,o3,ozone_aqi_category,no2,no2_aqi_category,pm25,pm2.5_aqi_category,lat,lon,cluster,point_type,severity,hotspot_rank
United States of America,Nacogdoches,39,Good,1,Good,20,Good,2,Good,39,Good,31.6134,-94.6528,-1,noise,NOISE,-1.0
Russian Federation,Krasnoslobodsk,39,Good,1,Good,39,Good,1,Good,9,Good,54.4333,43.8,335,core,LOW,315.0
Russian Federation,Krasnoslobodsk,39,Good,1,Good,39,Good,1,Good,9,Good,48.7,44.5667,274,core,LOW,276.0
Burundi,Makamba,39,Good,1,Good,27,Good,0,Good,39,Good,-4.1333,29.8,-1,noise,NOISE,-1.0
Netherlands,Sliedrecht,39,Good,1,Good,31,Good,5,Good,39,Good,51.8167,4.7667,1,core,LOW,146.0
Ukraine,Pidhorodne,39,Good,1,Good,39,Good,2,Good,13,Good,48.5737,35.0966,340,border,LOW,205.0
Germany,Bad Urach,39,Good,1,Good,25,Good,2,Good,39,Good,48.4931,9.3986,1,core,LOW,146.0
Belgium,Kortemark,39,Good,1,Good,25,Good,3,Good,39,Good,51.0286,3.0444,1,core,LOW,146.0
France,Yzeure,39,Good,1,Good,28,Good,1,Good,39,Good,46.5658,3.3544,114,core,LOW,154.0
Italy,Monte San Pietro,39,Good,1,Good,39,Good,1,Good,18,Good,44.4578,11.199,5,core,LOW,61.0
Germany,Calw,39,Good,1,Good,25,Good,3,Good,39,Good,48.7167,8.7333,1,core,LOW,146.0
,Nanao,39,Good,1,Good,39,Good,0,Good,19,Good,37.0431,136.9674,97,core,LOW,191.0
Japan,Tsuruoka,39,Good,1,Good,39,Good,0,Good,28,Good,38.7272,139.8267,97,core,LOW,191.0
United States of America,Ankeny,39,Good,1,Good,35,Good,3,Good,39,Good,41.7288,-93.6031,227,core,LOW,259.0
Russian Federation,Kireyevsk,39,Good,1,Good,39,Good,0,Good,22,Good,53.9333,37.9333,7,core,LOW,240.0
Russian Federation,Chaplygin,39,Good,1,Good,39,Good,0,Good,18,Good,53.2333,39.9667,7,core,LOW,240.0
Russian Federation,Kasli,39,Good,1,Good,39,Good,1,Good,11,Good,55.9,60.7667,192,core,LOW,330.0
India,Navalgund,39,Good,1,Good,23,Good,2,Good,39,Good,15.57,75.37,115,core,LOW,234.0
United States of America,Napa,39,Good,1,Good,31,Good,4,Good,39,Good,38.2975,-122.301,10,core,LOW,162.0
Netherlands,Bergen,39,Good,1,Good,28,Good,4,Good,39,Good,52.6667,4.7167,1,core,LOW,146.0
United States of America,Colchester,39,Good,1,Good,24,Good,9,Good,39,Good,41.5621,-72.3475,40,core,LOW,169.0
Canada,Sylvan Lake,39,Good,1,Good,39,Good,0,Good,10,Good,52.3083,-114.0964,336,core,LOW,326.0
United Kingdom of Great Britain and Northern Ireland,Penicuik,39,Good,1,Good,39,Good,0,Good,32,Good,55.826,-3.22,197,core,LOW,342.0
Canada,Saint John,39,Good,1,Good,26,Good,3,Good,39,Good,45.2806,-66.0761,-1,noise,NOISE,-1.0
Ecuador,Naranjal,39,Good,1,Good,16,Good,3,Good,39,Good,-2.6728,-79.615,-1,noise,NOISE,-1.0
Japan,Odawara,39,Good,1,Good,38,Good,2,Good,39,Good,35.25,139.15,97,core,LOW,191.0
United States of America,Flagstaff,39,Good,1,Good,25,Good,2,Good,39,Good,35.1872,-111.6194,261,border,LOW,280.0
Canada,Elliot Lake,39,Good,1,Good,30,Good,0,Good,39,Good,46.3833,-82.65,-1,noise,NOISE,-1.0
Azerbaijan,Xudat,39,Good,1,Good,31,Good,0,Good,39,Good,41.6281,48.6828,88,core,LOW,93.0
United States of America,Salt Lake City,39,Good,1,Good,24,Good,7,Good,39,Good,22.61,88.4,-1,noise,NOISE,-1.0
United States of America,Salt Lake City,39,Good,1,Good,24,Good,7,Good,39,Good,40.7776,-111.9311,153,core,LOW,193.0
Italy,Montevarchi,39,Good,1,Good,39,Good,1,Good,18,Good,43.5286,11.57,5,core,LOW,61.0
United States of America,Holland,39,Good,1,Good,32,Good,4,Good,39,Good,42.7677,-86.0984,20,core,LOW,164.0
Russian Federation,Tayga,39,Good,1,Good,39,Good,0,Good,38,Good,56.0667,85.6167,-1,noise,NOISE,-1.0
Netherlands,Bergen,39,Good,1,Good,28,Good,4,Good,39,Good,54.4167,13.4333,273,core,LOW,200.0
Peru,Saposoa,39,Good,1,Good,6,Good,0,Good,39,Good,-6.9364,-76.7718,-1,noise,NOISE,-1.0
Ukraine,Hulyaypole,39,Good,1,Good,39,Good,0,Good,8,Good,47.6644,36.2632,231,core,LOW,263.0
Russian Federation,Kolpashevo,39,Good,1,Good,39,Good,0,Good,11,Good,58.3,82.9,-1,noise,NOISE,-1.0
Botswana,Mochudi,39,Good,1,Good,31,Good,0,Good,39,Good,-24.4167,26.15,106,core,LOW,163.0
Netherlands,Bergen,39,Good,1,Good,28,Good,4,Good,39,Good,51.6,6.05,1,core,LOW,146.0
United States of America,Elkton,39,Good,1,Good,27,Good,9,Good,39,Good,39.6066,-75.8209,40,core,LOW,169.0
Russian Federation,Narimanov,39,Good,1,Good,39,Good,0,Good,33,Good,46.6833,47.85,26,core,LOW,108.0
Brazil,Urucurituba,39,Good,1,Good,2,Good,0,Good,39,Good,-3.1308,-58.155,-1,noise,NOISE,-1.0
Germany,Olbernhau,39,Good,1,Good,24,Good,3,Good,39,Good,50.6667,13.3333,1,core,LOW,146.0
Russian Federation,Novopavlovsk,39,Good,1,Good,39,Good,1,Good,38,Good,43.95,43.6333,92,core,LOW,187.0
Malawi,Mchinji,39,Good,1,Good,21,Good,0,Good,39,Good,-13.8167,32.9,-1,noise,NOISE,-1.0
United States of America,Colchester,39,Good,1,Good,24,Good,9,Good,39,Good,44.5545,-73.2168,252,core,LOW,260.0
United States of America,Colchester,39,Good,1,Good,24,Good,9,Good,39,Good,51.8917,0.903,1,core,LOW,146.0
Netherlands,Bergen,39,Good,1,Good,28,Good,4,Good,39,Good,60.3894,5.33,-1,noise,NOISE,-1.0
Russian Federation,Barabinsk,39,Good,1,Good,39,Good,0,Good,35,Good,55.35,78.35,-1,noise,NOISE,-1.0
Russian Federation,Svetogorsk,39,Good,1,Good,39,Good,1,Good,28,Good,61.1167,28.85,337,core,LOW,360.0
Belgium,Tienen,39,Good,1,Good,30,Good,3,Good,39,Good,50.8,4.9333,1,core,LOW,146.0
United States of America,Kenner,39,Good,1,Good,28,Good,1,Good,39,Good,30.0109,-90.2549,52,core,LOW,56.0
United States of America,Kingsburg,39,Good,1,Good,39,Good,3,Good,26,Good,36.5244,-119.5602,10,core,LOW,162.0
Russian Federation,Chita,39,Good,1,Good,39,Good,0,Good,17,Good,6.1667,-72.4167,-1,noise,NOISE,-1.0
France,Beaune,39,Good,1,Good,26,Good,1,Good,39,Good,47.025,4.8397,221,core,LOW,238.0
Japan,Isahaya,39,Good,1,Good,34,Good,6,Good,39,Good,32.85,130.0667,97,core,LOW,191.0
Russian Federation,Yershov,39,Good,1,Good,33,Good,0,Good,39,Good,51.35,48.2667,-1,noise,NOISE,-1.0
Russian Federation,Chita,39,Good,1,Good,39,Good,0,Good,17,Good,35.0,136.8667,97,core,LOW,191.0
Russian Federation,Chita,39,Good,1,Good,39,Good,0,Good,17,Good,52.0333,113.5,-1,noise,NOISE,-1.0
Italy,Menfi,39,Good,1,Good,28,Good,4,Good,39,Good,37.6078,12.9686,5,core,LOW,61.0
Japan,Nagaoka,39,Good,1,Good,39,Good,1,Good,27,Good,34.9333,135.7,97,core,LOW,191.0
Japan,Nagaoka,39,Good,1,Good,39,Good,1,Good,27,Good,37.4462,138.8512,97,core,LOW,191.0
Netherlands,Bergen,39,Good,1,Good,28,Good,4,Good,39,Good,52.8103,9.9611,1,core,LOW,146.0
Russian Federation,Sorsk,39,Good,1,Good,39,Good,0,Good,31,Good,54.0333,90.25,-1,noise,NOISE,-1.0
Russian Federation,Yasnogorsk,39,Good,1,Good,39,Good,0,Good,22,Good,54.5,37.6667,7,core,LOW,240.0
United States of America,Mason City,39,Good,1,Good,39,Good,2,Good,38,Good,43.1487,-93.1997,22,border,LOW,136.0
,La Maddalena,39,Good,1,Good,30,Good,3,Good,39,Good,41.2167,9.4,76,core,LOW,99.0
Russian Federation,Novotroitsk,39,Good,1,Good,39,Good,0,Good,27,Good,51.2039,58.3114,338,core,LOW,335.0
India,Dindigul,39,Good,1,Good,29,Good,0,Good,39,Good,10.35,77.95,59,core,LOW,62.0
India,Hospet,39,Good,1,Good,19,Good,2,Good,39,Good,15.2689,76.3909,115,core,LOW,234.0
Indonesia,Pemangkat,39,Good,1,Good,16,Good,0,Good,39,Good,1.1768,108.9624,-1,noise,NOISE,-1.0
United States of America,Aberdeen,39,Good,1,Good,39,Good,1,Good,27,Good,39.5151,-76.1733,40,core,LOW,169.0
United States of America,Loves Park,39,Good,1,Good,39,Good,1,Good,38,Good,42.3364,-88.9975,41,core,LOW,124.0
Peru,Lamas,39,Good,1,Good,6,Good,0,Good,39,Good,-6.4167,-76.5333,-1,noise,NOISE,-1.0
Colombia,El Bordo,39,Good,1,Good,3,Good,3,Good,39,Good,2.1142,-76.9831,61,core,LOW,161.0
United States of America,Kelso,39,Good,1,Good,22,Good,7,Good,39,Good,-33.4186,149.6056,256,core,LOW,261.0
United States of America,Kelso,39,Good,1,Good,22,Good,7,Good,39,Good,46.1236,-122.8909,124,core,LOW,215.0
Russian Federation,Boguchar,39,Good,1,Good,35,Good,0,Good,39,Good,49.95,40.55,-1,noise,NOISE,-1.0
Ukraine,Malyn,39,Good,1,Good,39,Good,0,Good,14,Good,50.7689,29.27,44,core,LOW,88.0
Netherlands,Zwijndrecht,39,Good,1,Good,39,Good,1,Good,33,Good,51.2167,4.3333,1,core,LOW,146.0
Netherlands,Zwijndrecht,39,Good,1,Good,39,Good,1,Good,33,Good,51.8167,4.65,1,core,LOW,146.0
United States of America,Avenal,39,Good,1,Good,21,Good,7,Good,39,Good,36.0311,-120.1162,-1,noise,NOISE,-1.0
Turkey,Ergani,39,Good,1,Good,39,Good,0,Good,33,Good,38.2692,39.7617,-1,noise,NOISE,-1.0
United States of America,Aberdeen,39,Good,1,Good,39,Good,1,Good,27,Good,46.9757,-123.8094,-1,noise,NOISE,-1.0
United States of America,Aberdeen,39,Good,1,Good,39,Good,1,Good,27,Good,40.4165,-74.2249,40,core,LOW,169.0
United States of America,Aberdeen,39,Good,1,Good,39,Good,1,Good,27,Good,45.4649,-98.4686,-1,noise,NOISE,-1.0
United States of America,Aberdeen,39,Good,1,Good,39,Good,1,Good,27,Good,57.15,-2.11,-1,noise,NOISE,-1.0
Romania,Sibiu,39,Good,1,Good,35,Good,0,Good,39,Good,45.7928,24.1519,1,core,LOW,146.0
Russian Federation,Zvenigovo,39,Good,1,Good,32,Good,1,Good,39,Good,55.9833,48.0167,156,core,LOW,184.0
Russian Federation,Divnoye,39,Good,1,Good,39,Good,0,Good,24,Good,45.9072,43.3558,92,border,LOW,187.0
Russian Federation,Zavodoukovsk,39,Good,1,Good,39,Good,0,Good,30,Good,56.4833,66.5333,-1,noise,NOISE,-1.0
Uganda,Lukaya,39,Good,1,Good,14,Good,0,Good,39,Good,-0.1508,31.8744,-1,noise,NOISE,-1.0
United States of America,Canyon,39,Good,1,Good,26,Good,1,Good,39,Good,34.9911,-101.919,339,core,LOW,236.0
Ukraine,Ladyzhyn,39,Good,1,Good,39,Good,0,Good,29,Good,48.6897,29.2417,44,core,LOW,88.0
Bulgaria,Sevlievo,39,Good,1,Good,39,Good,0,Good,32,Good,43.0256,25.1133,1,core,LOW,146.0
Turkey,Belen,39,Good,1,Good,39,Good,0,Good,27,Good,36.4889,36.1944,-1,noise,NOISE,-1.0
Belgium,Dour,39,Good,1,Good,23,Good,4,Good,39,Good,50.3979,3.7807,1,core,LOW,146.0
Russian Federation,Vikhorevka,39,Good,1,Good,37,Good,0,Good,39,Good,56.1167,101.1667,-1,noise,NOISE,-1.0
Italy,Nuoro,39,Good,1,Good,31,Good,3,Good,39,Good,40.3167,9.3333,76,core,LOW,99.0
Italy,Caserta,39,Good,1,Good,39,Good,4,Good,19,Good,41.0667,14.3333,5,core,LOW,61.0
Spain,San Roque,39,Good,1,Good,30,Good,3,Good,39,Good,36.2097,-5.3844,243,core,LOW,334.0
Spain,San Roque,39,Good,1,Good,30,Good,3,Good,39,Good,14.48,120.9011,0,core,LOW,83.0
Spain,San Roque,39,Good,1,Good,30,Good,3,Good,39,Good,-28.5667,-58.7167,48,core,LOW,36.0
Spain,San Roque,39,Good,1,Good,30,Good,3,Good,39,Good,6.4853,-75.0197,225,core,LOW,195.0
Spain,San Roque,39,Good,1,Good,30,Good,3,Good,39,Good,12.533,124.867,0,core,LOW,83.0
Ecuador,Cayambe,39,Good,1,Good,4,Good,2,Good,39,Good,0.0439,-78.1561,198,core,LOW,235.0
Norway,Oslo,39,Good,1,Good,39,Good,0,Good,14,Good,59.9133,10.7389,282,core,LOW,243.0
France,Gien,39,Good,1,Good,31,Good,2,Good,39,Good,47.6981,2.625,1,core,LOW,146.0
Armenia,Ashtarak,39,Good,1,Good,29,Good,1,Good,39,Good,40.2975,44.3617,19,core,LOW,142.0
Belgium,Jabbeke,39,Good,1,Good,26,Good,3,Good,39,Good,51.1833,3.1,1,core,LOW,146.0
Belgium,Lommel,39,Good,1,Good,29,Good,3,Good,39,Good,51.2333,5.3167,1,core,LOW,146.0
Nicaragua,La Paz Centro,39,Good,1,Good,16,Good,3,Good,39,Good,12.3397,-86.6758,53,core,LOW,217.0
Netherlands,Beuningen,39,Good,1,Good,39,Good,0,Good,39,Good,51.8667,5.7667,1,core,LOW,146.0
Russian Federation,Lebedyan,39,Good,1,Good,39,Good,0,Good,14,Good,53.0167,39.15,7,border,LOW,240.0
Japan,Date,39,Good,1,Good,39,Good,0,Good,36,Good,42.4719,140.8647,183,core,LOW,282.0
Japan,Date,39,Good,1,Good,39,Good,0,Good,36,Good,37.8191,140.563,97,core,LOW,191.0
Botswana,Mahalapye,39,Good,1,Good,17,Good,0,Good,39,Good,-23.1,26.8,-1,noise,NOISE,-1.0
Bulgaria,Sliven,39,Good,1,Good,39,Good,0,Good,24,Good,42.6833,26.3333,1,core,LOW,146.0
Ghana,Agogo,39,Good,1,Good,24,Good,0,Good,39,Good,6.8,-1.0833,45,core,LOW,65.0
Ukraine,Pavlohrad,39,Good,1,Good,39,Good,0,Good,10,Good,48.52,35.87,340,core,LOW,205.0
Canada,Beloeil,39,Good,1,Good,26,Good,1,Good,39,Good,50.5333,3.7167,1,core,LOW,146.0
Canada,Beloeil,39,Good,1,Good,26,Good,1,Good,39,Good,45.5667,-73.2,209,core,LOW,178.0
United States of America,South Burlington,39,Good,1,Good,39,Good,1,Good,29,Good,44.4622,-73.2202,252,core,LOW,260.0
Belgium,Herve,39,Good,1,Good,22,Good,5,Good,39,Good,50.6333,5.8,1,core,LOW,146.0
Turkey,Suluova,39,Good,1,Good,39,Good,0,Good,37,Good,40.8333,35.65,275,core,LOW,268.0
Russian Federation,Yeysk,39,Good,1,Good,39,Good,1,Good,22,Good,46.7111,38.2733,-1,noise,NOISE,-1.0
France,Bressuire,39,Good,1,Good,39,Good,0,Good,22,Good,46.84,-0.4886,313,core,LOW,340.0
Netherlands,Uden,39,Good,1,Good,24,Good,6,Good,39,Good,51.65,5.6167,1,core,LOW,146.0
Netherlands,Tiel,39,Good,1,Good,39,Good,0,Good,37,Good,51.8833,5.4333,1,core,LOW,146.0
Ukraine,Hrebinka,39,Good,1,Good,39,Good,0,Good,13,Good,50.118,32.4396,44,core,LOW,88.0
Italy,Castenaso,39,Good,1,Good,39,Good,2,Good,25,Good,44.5097,11.4706,5,core,LOW,61.0
Indonesia,Blitar,39,Good,1,Good,25,Good,0,Good,39,Good,-8.1,112.15,21,core,LOW,13.0
United Kingdom of Great Britain and Northern Ireland,Felling,39,Good,1,Good,18,Good,9,Good,39,Good,54.95,-1.564,1,core,LOW,146.0
United States of America,Lexington Park,39,Good,1,Good,39,Good,1,Good,30,Good,38.2528,-76.4424,40,core,LOW,169.0
Canada,Lacombe,39,Good,1,Good,39,Good,0,Good,10,Good,52.4683,-113.7369,336,core,LOW,326.0
Belgium,Keerbergen,39,Good,1,Good,23,Good,5,Good,39,Good,51.0031,4.6311,1,core,LOW,146.0
United States of America,Scottsbluff,39,Good,1,Good,23,Good,1,Good,39,Good,41.8684,-103.6616,-1,noise,NOISE,-1.0
Japan,Ishikawa,39,Good,1,Good,39,Good,2,Good,19,Good,37.1571,140.4468,97,core,LOW,191.0
Malta,Naxxar,39,Good,1,Good,39,Good,2,Good,22,Good,35.915,14.4447,146,core,LOW,171.0
United States of America,Sun Valley,39,Good,1,Good,18,Good,8,Good,39,Good,39.6104,-119.777,232,core,LOW,287.0
United Kingdom of Great Britain and Northern Ireland,Beverley,39,Good,1,Good,20,Good,7,Good,39,Good,53.845,-0.427,1,core,LOW,146.0
Russian Federation,Levokumskoye,39,Good,1,Good,39,Good,0,Good,36,Good,44.8228,44.6592,92,core,LOW,187.0
United Kingdom of Great Britain and Northern Ireland,Southampton,39,Good,1,Good,15,Good,11,Good,39,Good,39.9137,-74.7171,40,core,LOW,169.0
United Kingdom of Great Britain and Northern Ireland,Southampton,39,Good,1,Good,15,Good,11,Good,39,Good,40.8997,-72.4931,40,core,LOW,169.0
United Kingdom of Great Britain and Northern Ireland,Southampton,39,Good,1,Good,15,Good,11,Good,39,Good,50.9025,-1.4042,1,core,LOW,146.0
Poland,Sieradz,39,Good,1,Good,30,Good,1,Good,39,Good,51.6,18.75,1,core,LOW,146.0
Turkey,Adilcevaz,39,Good,1,Good,33,Good,0,Good,39,Good,38.8058,42.7469,341,core,LOW,159.0
Italy,San Giustino,39,Good,1,Good,39,Good,2,Good,37,Good,43.55,12.1833,5,core,LOW,61.0
Russian Federation,Krasnoarmeysk,39,Good,1,Good,39,Good,0,Good,36,Good,51.0231,45.7031,-1,noise,NOISE,-1.0
Russian Federation,Krasnoarmeysk,39,Good,1,Good,39,Good,0,Good,36,Good,56.1,38.1333,7,core,LOW,240.0
Turkey,Gerede,39,Good,1,Good,39,Good,0,Good,20,Good,40.8006,32.1986,-1,noise,NOISE,-1.0
Indonesia,Denpasar,39,Good,1,Good,24,Good,0,Good,39,Good,-8.65,115.2167,357,border,LOW,273.0
Belgium,Gerpinnes,39,Good,1,Good,22,Good,5,Good,39,Good,50.3369,4.5283,1,core,LOW,146.0
Russian Federation,Kandry,39,Good,1,Good,39,Good,0,Good,8,Good,54.5667,54.1167,238,core,LOW,300.0
Turkey,Bolu,39,Good,1,Good,39,Good,0,Good,7,Good,40.7347,31.6075,-1,noise,NOISE,-1.0
Japan,Ushiku,39,Good,1,Good,39,Good,2,Good,38,Good,35.9794,140.1496,97,core,LOW,191.0
Ukraine,Vyshhorod,39,Good,1,Good,39,Good,1,Good,37,Good,50.5833,30.4853,44,core,LOW,88.0
Russian Federation,Novoulyanovsk,39,Good,1,Good,39,Good,1,Good,33,Good,54.1667,48.3833,253,core,LOW,264.0
Russian Federation,Kozlovka,39,Good,1,Good,33,Good,1,Good,39,Good,55.85,48.25,156,core,LOW,184.0
Zimbabwe,Zvishavane,39,Good,1,Good,18,Good,0,Good,39,Good,-20.3333,30.0333,-1,noise,NOISE,-1.0
United States of America,Brockville,39,Good,1,Good,39,Good,0,Good,29,Good,44.5833,-75.6833,265,core,LOW,244.0
Brazil,Mirassol,39,Good,1,Good,10,Good,2,Good,39,Good,-20.8189,-49.5208,82,core,LOW,165.0
Belgium,Ostend,39,Good,1,Good,39,Good,2,Good,30,Good,51.2258,2.9194,1,core,LOW,146.0
Russian Federation,Kotelnikovo,39,Good,1,Good,39,Good,0,Good,20,Good,47.6333,43.15,-1,noise,NOISE,-1.0
South Africa,Port Shepstone,39,Good,1,Good,29,Good,0,Good,39,Good,-30.75,30.45,-1,noise,NOISE,-1.0
Russian Federation,Goryachiy Klyuch,39,Good,1,Good,39,Good,2,Good,37,Good,44.6333,39.1333,200,core,LOW,228.0
France,Roanne,39,Good,1,Good,24,Good,2,Good,39,Good,46.0367,4.0689,114,core,LOW,154.0
Belgium,Stekene,39,Good,1,Good,30,Good,3,Good,39,Good,51.2,4.0333,1,core,LOW,146.0
Netherlands,Nieuwegein,39,Good,1,Good,28,Good,4,Good,39,Good,52.0333,5.0833,1,core,LOW,146.0
Russian Federation,Novomichurinsk,39,Good,1,Good,39,Good,1,Good,31,Good,54.05,39.7167,7,core,LOW,240.0
United Kingdom of Great Britain and Northern Ireland,Bishop Auckland,39,Good,1,Good,39,Good,0,Good,38,Good,54.663,-1.676,1,core,LOW,146.0
South Sudan,Yei,39,Good,1,Good,14,Good,0,Good,39,Good,4.0904,30.68,-1,noise,NOISE,-1.0
Brazil,Seara,39,Good,1,Good,17,Good,0,Good,39,Good,-27.1489,-52.3108,-1,noise,NOISE,-1.0
United States of America,Buffalo,39,Good,1,Good,38,Good,2,Good,39,Good,45.1794,-93.8644,22,core,LOW,136.0
United States of America,Buffalo,39,Good,1,Good,38,Good,2,Good,39,Good,42.9018,-78.8487,127,core,LOW,258.0
United States of America,Saint Helens,39,Good,1,Good,25,Good,7,Good,39,Good,53.45,-2.75,1,core,LOW,146.0
Ghana,Mampong,39,Good,1,Good,25,Good,0,Good,39,Good,7.0667,-1.4,45,core,LOW,65.0
Russian Federation,Podolsk,39,Good,1,Good,32,Good,7,Good,39,Good,55.4311,37.5456,7,core,LOW,240.0
Peru,Huaura,39,Good,1,Good,19,Good,1,Good,39,Good,-11.1,-77.6,322,core,LOW,304.0
Russian Federation,Chekmagush,39,Good,1,Good,34,Good,0,Good,39,Good,55.1411,54.65,192,border,LOW,330.0
Japan,Abiko,39,Good,1,Good,39,Good,2,Good,39,Good,35.8667,140.0333,97,core,LOW,191.0
Malta,Sliema,39,Good,1,Good,39,Good,2,Good,21,Good,35.9122,14.5042,146,core,LOW,171.0
Brazil,Altamira,39,Good,1,Good,2,Good,0,Good,39,Good,-3.2028,-52.2058,-1,noise,NOISE,-1.0
Brazil,Adamantina,39,Good,1,Good,14,Good,1,Good,39,Good,-21.6847,-51.0733,47,core,LOW,267.0
Brazil,Altamira,39,Good,1,Good,2,Good,0,Good,39,Good,19.6667,-70.8333,8,core,LOW,9.0
Russian Federation,Elektrogorsk,39,Good,1,Good,39,Good,2,Good,27,Good,55.8833,38.8,7,core,LOW,240.0
Netherlands,Apeldoorn,39,Good,1,Good,23,Good,6,Good,39,Good,52.2167,5.9667,1,core,LOW,146.0
Russian Federation,Kharabali,39,Good,1,Good,39,Good,0,Good,21,Good,47.405,47.2556,-1,noise,NOISE,-1.0
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,9.8639,126.1008,3,core,LOW,113.0
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,10.807,124.565,3,core,LOW,113.0
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,-31.6833,-63.9,342,core,LOW,278.0
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,9.8333,124.3333,3,core,LOW,113.0
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,-9.5972,-35.9567,-1,noise,NOISE,-1.0
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,14.6667,120.5667,0,core,LOW,83.0
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,11.4878,122.9956,3,core,LOW,113.0
Russian Federation,Maloyaroslavets,39,Good,1,Good,39,Good,0,Good,19,Good,55.0167,36.4667,7,core,LOW,240.0
United States of America,Nantucket,39,Good,1,Good,39,Good,0,Good,25,Good,41.2831,-70.0692,40,core,LOW,169.0
Belgium,Lochristi,39,Good,1,Good,31,Good,3,Good,39,Good,51.1,3.8333,1,core,LOW,146.0
Turkey,Emet,39,Good,1,Good,39,Good,0,Good,25,Good,39.3333,29.2667,270,core,LOW,211.0
United States of America,Gorham,39,Good,1,Good,39,Good,2,Good,39,Good,43.7034,-70.4581,40,core,LOW,169.0
Philippines,Tuguegarao,39,Good,1,Good,31,Good,0,Good,39,Good,17.6133,121.7303,0,core,LOW,83.0
Russian Federation,Volzhskiy,39,Good,1,Good,39,Good,0,Good,25,Good,48.8056,44.7417,274,core,LOW,276.0
United States of America,Edmonds,39,Good,1,Good,26,Good,6,Good,39,Good,47.8115,-122.3533,25,core,LOW,190.0
Ukraine,Lokhvytsya,39,Good,1,Good,33,Good,0,Good,39,Good,50.361,33.2652,168,core,LOW,180.0
Germany,Edewecht,39,Good,1,Good,39,Good,0,Good,30,Good,53.1258,7.9825,1,core,LOW,146.0
United States of America,Tullahoma,39,Good,1,Good,19,Good,6,Good,39,Good,35.3721,-86.2172,72,core,LOW,90.0
Russian Federation,Yuzhnouralsk,39,Good,1,Good,39,Good,0,Good,14,Good,54.45,61.25,192,core,LOW,330.0
United States of America,El Reno,39,Good,1,Good,39,Good,1,Good,35,Good,35.5429,-97.966,31,core,LOW,58.0
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,-34.4588,-58.9142,50,core,LOW,177.0
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,-26.87,-58.3,-1,noise,NOISE,-1.0
Colombia,Dagua,39,Good,1,Good,9,Good,3,Good,39,Good,3.6667,-76.7,61,core,LOW,161.0
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,17.4168,120.5954,0,core,LOW,83.0
Canada,Lethbridge,38,Good,1,Good,38,Good,0,Good,13,Good,49.6942,-112.8328,-1,noise,NOISE,-1.0
Peru,Puerto Maldonado,38,Good,1,Good,1,Good,0,Good,38,Good,-12.6,-69.1833,-1,noise,NOISE,-1.0
Colombia,Los Patios,38,Good,1,Good,10,Good,3,Good,38,Good,7.8333,-72.5167,69,core,LOW,206.0
Russian Federation,Boguchany,38,Good,1,Good,30,Good,0,Good,38,Good,58.3667,97.45,-1,noise,NOISE,-1.0
Brazil,Ecoporanga,38,Good,1,Good,16,Good,1,Good,38,Good,-18.3728,-40.8308,-1,noise,NOISE,-1.0
Italy,Capannori,38,Good,1,Good,38,Good,2,Good,19,Good,43.85,10.5667,5,core,LOW,61.0
France,Hem,38,Good,1,Good,23,Good,3,Good,38,Good,50.6553,3.1878,1,core,LOW,146.0
Brazil,Itapuranga,38,Good,1,Good,12,Good,2,Good,38,Good,-15.5619,-49.9489,308,core,LOW,265.0
Japan,Numata,38,Good,1,Good,38,Good,1,Good,28,Good,36.646,139.0442,97,core,LOW,191.0
Netherlands,Heemstede,38,Good,1,Good,38,Good,0,Good,32,Good,52.35,4.6167,1,core,LOW,146.0
France,Cholet,38,Good,1,Good,38,Good,0,Good,23,Good,47.06,-0.8783,313,core,LOW,340.0
Portugal,Valongo,38,Good,1,Good,15,Good,6,Good,38,Good,41.1833,-8.5,67,core,LOW,323.0
Brazil,Monte Azul Paulista,38,Good,1,Good,11,Good,1,Good,38,Good,-20.9072,-48.6414,82,core,LOW,165.0
Spain,Santomera,38,Good,1,Good,38,Good,0,Good,38,Good,38.0617,-1.0492,257,core,LOW,345.0
Brazil,Rio Brilhante,38,Good,1,Good,13,Good,0,Good,38,Good,-21.8019,-54.5458,-1,noise,NOISE,-1.0
Spain,Berja,38,Good,1,Good,38,Good,0,Good,32,Good,36.8453,-2.9469,243,core,LOW,334.0
Belgium,Olen,38,Good,1,Good,30,Good,3,Good,38,Good,51.15,4.85,1,core,LOW,146.0
Spain,Tafalla,38,Good,1,Good,38,Good,0,Good,9,Good,42.5132,-1.7047,159,core,LOW,48.0
Russian Federation,Akhtubinsk,38,Good,1,Good,38,Good,0,Good,3,Good,48.2833,46.1667,-1,noise,NOISE,-1.0
